cobinder_id	cobinder_name	cobinder_motif_id	log10_p_value	log10_E_value	log10_q_value	tf_pair	pair_label	combined_score	TOMTOMbyPPI	alignment_png
cobinder_0	PAX6	M09216_2.00	0.876471751240504	-2.94372891230414	0	SOX2::PAX6	SOX2::PAX6	731	0.640700850156808	ppi_plot/cobinder_0_M09216_2.00_PAX6.png
cobinder_0	MYCN	M09846_2.00	0.876471751240504	-2.94372891230414	0	SOX2::MYCN	SOX2::MYCN	213	0.186688483014227	ppi_plot/cobinder_0_M09846_2.00_MYCN.png
cobinder_0	YY1	MA0095.3	0.876471751240504	-2.94372891230414	0	SOX2::YY1	SOX2::YY1	539	0.472418273918632	ppi_plot/cobinder_0_MA0095.3_YY1.png
cobinder_0	TBX4	M03559_2.00	0.875029778183087	-2.94517107523917	0	SOX2::TBX4	SOX2::TBX4	49	0.0428764591309713	ppi_plot/cobinder_0_M03559_2.00_TBX4.png
cobinder_0	EOMES	M03564_2.00	0.875029778183087	-2.94517107523917	0	SOX2::EOMES	SOX2::EOMES	185	0.161880508963871	ppi_plot/cobinder_0_M03564_2.00_EOMES.png
cobinder_0	WT1	M00248_2.00	0.874521987453777	-2.94567878793125	0	SOX2::WT1	SOX2::WT1	125	0.109315248431722	ppi_plot/cobinder_0_M00248_2.00_WT1.png
cobinder_0	OTP,LHX9	M03164_2.00	0.874521987453777	-2.94567878793125	0	SOX2::LHX9	SOX2::LHX9	92	0.0804560228457475	ppi_plot/cobinder_0_M03164_2.00_LHX9.png
cobinder_0	OTP,LHX9	M03164_2.00	0.874521987453777	-2.94567878793125	0	SOX2::OTP	SOX2::OTP	98	0.0857031547704701	ppi_plot/cobinder_0_M03164_2.00_OTP.png
cobinder_0	POU1F1	M05454_2.00	0.874521987453777	-2.94567878793125	0	SOX2::POU1F1	SOX2::POU1F1	290	0.253611376361595	ppi_plot/cobinder_0_M05454_2.00_POU1F1.png
cobinder_0	PTF1A	MA1618.1	0.874521987453777	-2.94567878793125	0	SOX2::PTF1A	SOX2::PTF1A	64	0.0559694071970417	ppi_plot/cobinder_0_MA1618.1_PTF1A.png
cobinder_0	OTP	M00424_2.00	0.867810776942068	-2.95239137069122	0	SOX2::OTP	SOX2::OTP	98	0.0850454561403227	ppi_plot/cobinder_0_M00424_2.00_OTP.png
cobinder_0	GATA1	M02738_2.00	0.867810776942068	-2.95239137069122	0	SOX2::GATA1	SOX2::GATA1	185	0.160544993734283	ppi_plot/cobinder_0_M02738_2.00_GATA1.png
cobinder_0	HOXC6,HOXC5	M00381_2.00	0.86683806952521	-2.95336241323436	0	SOX2::HOXC5	SOX2::HOXC5	79	0.0684802074924916	ppi_plot/cobinder_0_M00381_2.00_HOXC5.png
cobinder_0	HOXC6,HOXC5	M00381_2.00	0.86683806952521	-2.95336241323436	0	SOX2::HOXC6	SOX2::HOXC6	103	0.0892843211610966	ppi_plot/cobinder_0_M00381_2.00_HOXC6.png
cobinder_0	NKX1-2,OTP,PHOX2B	M00281_2.00	0.855469379686891	-2.96473233415702	0	SOX2::PHOX2B	SOX2::PHOX2B	90	0.0769922441718202	ppi_plot/cobinder_0_M00281_2.00_PHOX2B.png
cobinder_0	NKX1-2,OTP,PHOX2B	M00281_2.00	0.855469379686891	-2.96473233415702	0	SOX2::OTP	SOX2::OTP	98	0.0838359992093154	ppi_plot/cobinder_0_M00281_2.00_OTP.png
cobinder_0	NKX1-2,OTP,PHOX2B	M00281_2.00	0.855469379686891	-2.96473233415702	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.086402407348376	ppi_plot/cobinder_0_M00281_2.00_NKX1-2.png
cobinder_0	DMRT1	M01928_2.00	0.855469379686891	-2.96473233415702	0	SOX2::DMRT1	SOX2::DMRT1	111	0.0949571011452449	ppi_plot/cobinder_0_M01928_2.00_DMRT1.png
cobinder_0	OTP	M02089_2.00	0.855469379686891	-2.96473233415702	0	SOX2::OTP	SOX2::OTP	98	0.0838359992093154	ppi_plot/cobinder_0_M02089_2.00_OTP.png
cobinder_0	TLX1	M02210_2.00	0.855469379686891	-2.96473233415702	0	SOX2::TLX1	SOX2::TLX1	310	0.265195507702936	ppi_plot/cobinder_0_M02210_2.00_TLX1.png
cobinder_0	OTP	M02221_2.00	0.855469379686891	-2.96473233415702	0	SOX2::OTP	SOX2::OTP	98	0.0838359992093154	ppi_plot/cobinder_0_M02221_2.00_OTP.png
cobinder_0	NKX1-2,OTP	M03172_2.00	0.855469379686891	-2.96473233415702	0	SOX2::OTP	SOX2::OTP	98	0.0838359992093154	ppi_plot/cobinder_0_M03172_2.00_OTP.png
cobinder_0	NKX1-2,OTP	M03172_2.00	0.855469379686891	-2.96473233415702	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.086402407348376	ppi_plot/cobinder_0_M03172_2.00_NKX1-2.png
cobinder_0	CLOCK	M04129_2.00	0.855469379686891	-2.96473233415702	0	SOX2::CLOCK	SOX2::CLOCK	55	0.047050815882779	ppi_plot/cobinder_0_M04129_2.00_CLOCK.png
cobinder_0	ASCL2	M04208_2.00	0.855469379686891	-2.96473233415702	0	SOX2::ASCL2	SOX2::ASCL2	56	0.0479062852624659	ppi_plot/cobinder_0_M04208_2.00_ASCL2.png
cobinder_0	ASCL2	M04210_2.00	0.855469379686891	-2.96473233415702	0	SOX2::ASCL2	SOX2::ASCL2	56	0.0479062852624659	ppi_plot/cobinder_0_M04210_2.00_ASCL2.png
cobinder_0	HOXC6,HOXC5,HOXA9	M04932_2.00	0.855469379686891	-2.96473233415702	0	SOX2::HOXA9	SOX2::HOXA9	78	0.0667266116155775	ppi_plot/cobinder_0_M04932_2.00_HOXA9.png
cobinder_0	HOXC6,HOXC5,HOXA9	M04932_2.00	0.855469379686891	-2.96473233415702	0	SOX2::HOXC5	SOX2::HOXC5	79	0.0675820809952644	ppi_plot/cobinder_0_M04932_2.00_HOXC5.png
cobinder_0	HOXC6,HOXC5,HOXA9	M04932_2.00	0.855469379686891	-2.96473233415702	0	SOX2::HOXC6	SOX2::HOXC6	103	0.0881133461077498	ppi_plot/cobinder_0_M04932_2.00_HOXC6.png
cobinder_0	SOX14,SOX1	M05784_2.00	0.855469379686891	-2.96473233415702	0	SOX2::SOX1	SOX2::SOX1	41	0.0350742445671625	ppi_plot/cobinder_0_M05784_2.00_SOX1.png
cobinder_0	SOX14,SOX1	M05784_2.00	0.855469379686891	-2.96473233415702	0	SOX2::SOX14	SOX2::SOX14	92	0.078703182931194	ppi_plot/cobinder_0_M05784_2.00_SOX14.png
cobinder_0	FOXA1	M09543_2.00	0.855469379686891	-2.96473233415702	0	SOX2::FOXA1	SOX2::FOXA1	308	0.263484568943563	ppi_plot/cobinder_0_M09543_2.00_FOXA1.png
cobinder_0	TLX1,TLX2,NKX1-2	M10672_2.00	0.855469379686891	-2.96473233415702	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.086402407348376	ppi_plot/cobinder_0_M10672_2.00_NKX1-2.png
cobinder_0	TLX1,TLX2,NKX1-2	M10672_2.00	0.855469379686891	-2.96473233415702	0	SOX2::TLX2	SOX2::TLX2	221	0.189058732910803	ppi_plot/cobinder_0_M10672_2.00_TLX2.png
cobinder_0	TLX1,TLX2,NKX1-2	M10672_2.00	0.855469379686891	-2.96473233415702	0	SOX2::TLX1	SOX2::TLX1	310	0.265195507702936	ppi_plot/cobinder_0_M10672_2.00_TLX1.png
cobinder_0	HOXD13	MA0909.3	0.855469379686891	-2.96473233415702	0	SOX2::HOXD13	SOX2::HOXD13	101	0.086402407348376	ppi_plot/cobinder_0_MA0909.3_HOXD13.png
cobinder_0	BHLHE22	MA1635.1	0.855469379686891	-2.96473233415702	0	SOX2::BHLHE22	SOX2::BHLHE22	70	0.0598828565780824	ppi_plot/cobinder_0_MA1635.1_BHLHE22.png
cobinder_0	TAL1	M08734_2.00	0.852824717027333	-2.96737806270782	0	SOX2::TAL1	SOX2::TAL1	65	0.0554336066067767	ppi_plot/cobinder_0_M08734_2.00_TAL1.png
cobinder_0	GATA1	M09115_2.00	0.852824717027333	-2.96737806270782	0	SOX2::GATA1	SOX2::GATA1	185	0.157772572650057	ppi_plot/cobinder_0_M09115_2.00_GATA1.png
cobinder_0	NKX6-1	M09151_2.00	0.852824717027333	-2.96737806270782	0	SOX2::NKX6-1	SOX2::NKX6-1	146	0.124512408685991	ppi_plot/cobinder_0_M09151_2.00_NKX6-1.png
cobinder_0	TLX1,NKX1-2,BARHL2	M03162_2.00	0.849599735552401	-2.9706011476917	0	SOX2::BARHL2	SOX2::BARHL2	93	0.0790127754063733	ppi_plot/cobinder_0_M03162_2.00_BARHL2.png
cobinder_0	TLX1,NKX1-2,BARHL2	M03162_2.00	0.849599735552401	-2.9706011476917	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0858095732907925	ppi_plot/cobinder_0_M03162_2.00_NKX1-2.png
cobinder_0	TLX1,NKX1-2,BARHL2	M03162_2.00	0.849599735552401	-2.9706011476917	0	SOX2::TLX1	SOX2::TLX1	310	0.263375918021244	ppi_plot/cobinder_0_M03162_2.00_TLX1.png
cobinder_0	SOX9,SOX1	M03502_2.00	0.849599735552401	-2.9706011476917	0	SOX2::SOX1	SOX2::SOX1	41	0.0348335891576484	ppi_plot/cobinder_0_M03502_2.00_SOX1.png
cobinder_0	SOX9,SOX1	M03502_2.00	0.849599735552401	-2.9706011476917	0	SOX2::SOX9	SOX2::SOX9	153	0.129988759539517	ppi_plot/cobinder_0_M03502_2.00_SOX9.png
cobinder_0	NKX2-4	M00559_2.00	0.839864745914358	-2.98033567297181	0	SOX2::NKX2-4	SOX2::NKX2-4	148	0.124299982395325	ppi_plot/cobinder_0_M00559_2.00_NKX2-4.png
cobinder_0	FOXI3,FOXC2,FOXD4,FOXD4L1	M03037_2.00	0.839864745914358	-2.98033567297181	0	SOX2::FOXD4	SOX2::FOXD4	102	0.0856662040832645	ppi_plot/cobinder_0_M03037_2.00_FOXD4.png
cobinder_0	FOXI3,FOXC2,FOXD4,FOXD4L1	M03037_2.00	0.839864745914358	-2.98033567297181	0	SOX2::FOXD4L1	SOX2::FOXD4L1	102	0.0856662040832645	ppi_plot/cobinder_0_M03037_2.00_FOXD4L1.png
cobinder_0	FOXI3,FOXC2,FOXD4,FOXD4L1	M03037_2.00	0.839864745914358	-2.98033567297181	0	SOX2::FOXC2	SOX2::FOXC2	117	0.0982641752719799	ppi_plot/cobinder_0_M03037_2.00_FOXC2.png
cobinder_0	FOXI3,FOXC2,FOXD4,FOXD4L1	M03037_2.00	0.839864745914358	-2.98033567297181	0	SOX2::FOXI3	SOX2::FOXI3	127	0.106662822731123	ppi_plot/cobinder_0_M03037_2.00_FOXI3.png
cobinder_0	MYC	M08729_2.00	0.839864745914358	-2.98033567297181	0	SOX2::MYC	SOX2::MYC	510	0.428331020416323	ppi_plot/cobinder_0_M08729_2.00_MYC.png
cobinder_0	SOX3	MA0514.2	0.839864745914358	-2.98033567297181	0	SOX2::SOX3	SOX2::SOX3	53	0.044512831533461	ppi_plot/cobinder_0_MA0514.2_SOX3.png
cobinder_0	NFIA	M09379_2.00	0.838763803675925	-2.98143758328823	0	SOX2::NFIA	SOX2::NFIA	52	0.0436157177911481	ppi_plot/cobinder_0_M09379_2.00_NFIA.png
cobinder_0	PAX4	M00349_2.00	0.834550894278582	-2.98565007592365	0	SOX2::PAX4	SOX2::PAX4	72	0.0600876643880579	ppi_plot/cobinder_0_M00349_2.00_PAX4.png
cobinder_0	PAX3	M00357_2.00	0.834550894278582	-2.98565007592365	0	SOX2::PAX3	SOX2::PAX3	583	0.486543171364413	ppi_plot/cobinder_0_M00357_2.00_PAX3.png
cobinder_0	HOXC6,HOXC5	M00476_2.00	0.834550894278582	-2.98565007592365	0	SOX2::HOXC5	SOX2::HOXC5	79	0.065929520648008	ppi_plot/cobinder_0_M00476_2.00_HOXC5.png
cobinder_0	HOXC6,HOXC5	M00476_2.00	0.834550894278582	-2.98565007592365	0	SOX2::HOXC6	SOX2::HOXC6	103	0.085958742110694	ppi_plot/cobinder_0_M00476_2.00_HOXC6.png
cobinder_0	HOXC6,HOXC5	M00494_2.00	0.834550894278582	-2.98565007592365	0	SOX2::HOXC5	SOX2::HOXC5	79	0.065929520648008	ppi_plot/cobinder_0_M00494_2.00_HOXC5.png
cobinder_0	HOXC6,HOXC5	M00494_2.00	0.834550894278582	-2.98565007592365	0	SOX2::HOXC6	SOX2::HOXC6	103	0.085958742110694	ppi_plot/cobinder_0_M00494_2.00_HOXC6.png
cobinder_0	OTP	M02169_2.00	0.834550894278582	-2.98565007592365	0	SOX2::OTP	SOX2::OTP	98	0.081785987639301	ppi_plot/cobinder_0_M02169_2.00_OTP.png
cobinder_0	NR3C2	M02395_2.00	0.834550894278582	-2.98565007592365	0	SOX2::NR3C2	SOX2::NR3C2	126	0.105153412679101	ppi_plot/cobinder_0_M02395_2.00_NR3C2.png
cobinder_0	POU3F2	M05477_2.00	0.833380460214984	-2.9868205336879	0	SOX2::POU3F2	SOX2::POU3F2	437	0.364187261113948	ppi_plot/cobinder_0_M05477_2.00_POU3F2.png
cobinder_0	GATA1	M07964_2.00	0.833380460214984	-2.9868205336879	0	SOX2::GATA1	SOX2::GATA1	185	0.154175385139772	ppi_plot/cobinder_0_M07964_2.00_GATA1.png
cobinder_0	GATA2	M07968_2.00	0.833380460214984	-2.9868205336879	0	SOX2::GATA2	SOX2::GATA2	246	0.205011593212886	ppi_plot/cobinder_0_M07968_2.00_GATA2.png
cobinder_0	FOXI3,FOXE3,FOXD4,FOXD4L1	M03042_2.00	0.831788408145976	-2.98841312716601	0	SOX2::FOXD4	SOX2::FOXD4	102	0.0848424176308895	ppi_plot/cobinder_0_M03042_2.00_FOXD4.png
cobinder_0	FOXI3,FOXE3,FOXD4,FOXD4L1	M03042_2.00	0.831788408145976	-2.98841312716601	0	SOX2::FOXD4L1	SOX2::FOXD4L1	102	0.0848424176308895	ppi_plot/cobinder_0_M03042_2.00_FOXD4L1.png
cobinder_0	FOXI3,FOXE3,FOXD4,FOXD4L1	M03042_2.00	0.831788408145976	-2.98841312716601	0	SOX2::FOXE3	SOX2::FOXE3	125	0.103973551018247	ppi_plot/cobinder_0_M03042_2.00_FOXE3.png
cobinder_0	FOXI3,FOXE3,FOXD4,FOXD4L1	M03042_2.00	0.831788408145976	-2.98841312716601	0	SOX2::FOXI3	SOX2::FOXI3	127	0.105637127834539	ppi_plot/cobinder_0_M03042_2.00_FOXI3.png
cobinder_0	MBNL2	M04660_2.00	0.831543767572686	-2.98865837842316	0	SOX2::MBNL2	SOX2::MBNL2	309	0.25694702417996	ppi_plot/cobinder_0_M04660_2.00_MBNL2.png
cobinder_0	DMRTA1	M04694_2.00	0.831543767572686	-2.98865837842316	0	SOX2::DMRTA1	SOX2::DMRTA1	155	0.128889283973766	ppi_plot/cobinder_0_M04694_2.00_DMRTA1.png
cobinder_0	DMRTA1	MA1707.1	0.831543767572686	-2.98865837842316	0	SOX2::DMRTA1	SOX2::DMRTA1	155	0.128889283973766	ppi_plot/cobinder_0_MA1707.1_DMRTA1.png
cobinder_0	FOXI3,FOXC1,FOXD4,FOXD4L1,FOXP4	M03013_2.00	0.829157657320421	-2.99104256966808	0	SOX2::FOXP4	SOX2::FOXP4	85	0.0704784008722358	ppi_plot/cobinder_0_M03013_2.00_FOXP4.png
cobinder_0	FOXI3,FOXC1,FOXD4,FOXD4L1,FOXP4	M03013_2.00	0.829157657320421	-2.99104256966808	0	SOX2::FOXD4	SOX2::FOXD4	102	0.0845740810466829	ppi_plot/cobinder_0_M03013_2.00_FOXD4.png
cobinder_0	FOXI3,FOXC1,FOXD4,FOXD4L1,FOXP4	M03013_2.00	0.829157657320421	-2.99104256966808	0	SOX2::FOXD4L1	SOX2::FOXD4L1	102	0.0845740810466829	ppi_plot/cobinder_0_M03013_2.00_FOXD4L1.png
cobinder_0	FOXI3,FOXC1,FOXD4,FOXD4L1,FOXP4	M03013_2.00	0.829157657320421	-2.99104256966808	0	SOX2::FOXC1	SOX2::FOXC1	117	0.0970114459064892	ppi_plot/cobinder_0_M03013_2.00_FOXC1.png
cobinder_0	FOXI3,FOXC1,FOXD4,FOXD4L1,FOXP4	M03013_2.00	0.829157657320421	-2.99104256966808	0	SOX2::FOXI3	SOX2::FOXI3	127	0.105303022479693	ppi_plot/cobinder_0_M03013_2.00_FOXI3.png
cobinder_0	FOXA3	M09096_2.00	0.829157657320421	-2.99104256966808	0	SOX2::FOXA3	SOX2::FOXA3	105	0.0870615540186442	ppi_plot/cobinder_0_M09096_2.00_FOXA3.png
cobinder_0	T	M05809_2.00	0.82620206962954	-2.99399978615898	0	SOX2::T	SOX2::T	564	0.46597796727106	ppi_plot/cobinder_0_M05809_2.00_T.png
cobinder_0	T	M05811_2.00	0.82620206962954	-2.99399978615898	0	SOX2::T	SOX2::T	564	0.46597796727106	ppi_plot/cobinder_0_M05811_2.00_T.png
cobinder_0	FOXI2,FOXI3	M03046_2.00	0.821097838327827	-2.99910268984639	0	SOX2::FOXI3	SOX2::FOXI3	127	0.104279425467634	ppi_plot/cobinder_0_M03046_2.00_FOXI3.png
cobinder_0	FOXI2,FOXI3	M03046_2.00	0.821097838327827	-2.99910268984639	0	SOX2::FOXI2	SOX2::FOXI2	202	0.165861763342221	ppi_plot/cobinder_0_M03046_2.00_FOXI2.png
cobinder_0	ISL2	M03177_2.00	0.821097838327827	-2.99910268984639	0	SOX2::ISL2	SOX2::ISL2	236	0.193779089845367	ppi_plot/cobinder_0_M03177_2.00_ISL2.png
cobinder_0	TCF12	M04137_2.00	0.821097838327827	-2.99910268984639	0	SOX2::TCF12	SOX2::TCF12	115	0.0944262514077001	ppi_plot/cobinder_0_M04137_2.00_TCF12.png
cobinder_0	TCF12	M04138_2.00	0.821097838327827	-2.99910268984639	0	SOX2::TCF12	SOX2::TCF12	115	0.0944262514077001	ppi_plot/cobinder_0_M04138_2.00_TCF12.png
cobinder_0	MYC	M07803_2.00	0.821097838327827	-2.99910268984639	0	SOX2::MYC	SOX2::MYC	510	0.418759897547192	ppi_plot/cobinder_0_M07803_2.00_MYC.png
cobinder_0	HIF1A	M08713_2.00	0.821097838327827	-2.99910268984639	0	SOX2::HIF1A	SOX2::HIF1A	185	0.151903100090648	ppi_plot/cobinder_0_M08713_2.00_HIF1A.png
cobinder_0	ARNT	M09459_2.00	0.821097838327827	-2.99910268984639	0	SOX2::ARNT	SOX2::ARNT	63	0.0517291638146531	ppi_plot/cobinder_0_M09459_2.00_ARNT.png
cobinder_0	ISL2	MA0914.1	0.821097838327827	-2.99910268984639	0	SOX2::ISL2	SOX2::ISL2	236	0.193779089845367	ppi_plot/cobinder_0_MA0914.1_ISL2.png
cobinder_0	CRX	M00270_2.00	0.818965753474698	-3.00123597883899	0	SOX2::CRX	SOX2::CRX	44	0.0360344931528867	ppi_plot/cobinder_0_M00270_2.00_CRX.png
cobinder_0	CRX	M00271_2.00	0.818965753474698	-3.00123597883899	0	SOX2::CRX	SOX2::CRX	44	0.0360344931528867	ppi_plot/cobinder_0_M00271_2.00_CRX.png
cobinder_0	NKX2-4,NKX2-5	M00322_2.00	0.818965753474698	-3.00123597883899	0	SOX2::NKX2-5	SOX2::NKX2-5	116	0.095000027403065	ppi_plot/cobinder_0_M00322_2.00_NKX2-5.png
cobinder_0	NKX2-4,NKX2-5	M00322_2.00	0.818965753474698	-3.00123597883899	0	SOX2::NKX2-4	SOX2::NKX2-4	148	0.121206931514255	ppi_plot/cobinder_0_M00322_2.00_NKX2-4.png
cobinder_0	HOXC6,NKX1-2,OTP,HOXC5	M00422_2.00	0.818965753474698	-3.00123597883899	0	SOX2::HOXC5	SOX2::HOXC5	79	0.0646982945245012	ppi_plot/cobinder_0_M00422_2.00_HOXC5.png
cobinder_0	HOXC6,NKX1-2,OTP,HOXC5	M00422_2.00	0.818965753474698	-3.00123597883899	0	SOX2::OTP	SOX2::OTP	98	0.0802586438405204	ppi_plot/cobinder_0_M00422_2.00_OTP.png
cobinder_0	HOXC6,NKX1-2,OTP,HOXC5	M00422_2.00	0.818965753474698	-3.00123597883899	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0827155411009445	ppi_plot/cobinder_0_M00422_2.00_NKX1-2.png
cobinder_0	HOXC6,NKX1-2,OTP,HOXC5	M00422_2.00	0.818965753474698	-3.00123597883899	0	SOX2::HOXC6	SOX2::HOXC6	103	0.0843534726078939	ppi_plot/cobinder_0_M00422_2.00_HOXC6.png
cobinder_0	FOXI2,FOXD3,FOXI3,FOXE3,FOXD4,FOXD4L1	M03045_2.00	0.818965753474698	-3.00123597883899	0	SOX2::FOXD4	SOX2::FOXD4	102	0.0835345068544192	ppi_plot/cobinder_0_M03045_2.00_FOXD4.png
cobinder_0	FOXI2,FOXD3,FOXI3,FOXE3,FOXD4,FOXD4L1	M03045_2.00	0.818965753474698	-3.00123597883899	0	SOX2::FOXD4L1	SOX2::FOXD4L1	102	0.0835345068544192	ppi_plot/cobinder_0_M03045_2.00_FOXD4L1.png
cobinder_0	FOXI2,FOXD3,FOXI3,FOXE3,FOXD4,FOXD4L1	M03045_2.00	0.818965753474698	-3.00123597883899	0	SOX2::FOXE3	SOX2::FOXE3	125	0.102370719184337	ppi_plot/cobinder_0_M03045_2.00_FOXE3.png
cobinder_0	FOXI2,FOXD3,FOXI3,FOXE3,FOXD4,FOXD4L1	M03045_2.00	0.818965753474698	-3.00123597883899	0	SOX2::FOXI3	SOX2::FOXI3	127	0.104008650691287	ppi_plot/cobinder_0_M03045_2.00_FOXI3.png
cobinder_0	FOXI2,FOXD3,FOXI3,FOXE3,FOXD4,FOXD4L1	M03045_2.00	0.818965753474698	-3.00123597883899	0	SOX2::FOXD3	SOX2::FOXD3	166	0.1359483150768	ppi_plot/cobinder_0_M03045_2.00_FOXD3.png
cobinder_0	FOXI2,FOXD3,FOXI3,FOXE3,FOXD4,FOXD4L1	M03045_2.00	0.818965753474698	-3.00123597883899	0	SOX2::FOXI2	SOX2::FOXI2	202	0.165431082201889	ppi_plot/cobinder_0_M03045_2.00_FOXI2.png
cobinder_0	NKX2-4	M00496_2.00	0.81159467116996	-3.00860868725651	0	SOX2::NKX2-4	SOX2::NKX2-4	148	0.120116011333154	ppi_plot/cobinder_0_M00496_2.00_NKX2-4.png
cobinder_0	RBPJ	M00740_2.00	0.81159467116996	-3.00860868725651	0	SOX2::RBPJ	SOX2::RBPJ	94	0.0762898990899762	ppi_plot/cobinder_0_M00740_2.00_RBPJ.png
cobinder_0	ZSCAN29	M01165_2.00	0.81159467116996	-3.00860868725651	0	SOX2::ZSCAN29	SOX2::ZSCAN29	146	0.118492821990814	ppi_plot/cobinder_0_M01165_2.00_ZSCAN29.png
cobinder_0	TLX1,TLX2,NKX1-2	M02087_2.00	0.81159467116996	-3.00860868725651	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0819710617881659	ppi_plot/cobinder_0_M02087_2.00_NKX1-2.png
cobinder_0	TLX1,TLX2,NKX1-2	M02087_2.00	0.81159467116996	-3.00860868725651	0	SOX2::TLX2	SOX2::TLX2	221	0.179362422328561	ppi_plot/cobinder_0_M02087_2.00_TLX2.png
cobinder_0	TLX1,TLX2,NKX1-2	M02087_2.00	0.81159467116996	-3.00860868725651	0	SOX2::TLX1	SOX2::TLX1	310	0.251594348062688	ppi_plot/cobinder_0_M02087_2.00_TLX1.png
cobinder_0	OTP	M02140_2.00	0.81159467116996	-3.00860868725651	0	SOX2::OTP	SOX2::OTP	98	0.079536277774656	ppi_plot/cobinder_0_M02140_2.00_OTP.png
cobinder_0	NKX1-2,OTP	M02187_2.00	0.81159467116996	-3.00860868725651	0	SOX2::OTP	SOX2::OTP	98	0.079536277774656	ppi_plot/cobinder_0_M02187_2.00_OTP.png
cobinder_0	NKX1-2,OTP	M02187_2.00	0.81159467116996	-3.00860868725651	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0819710617881659	ppi_plot/cobinder_0_M02187_2.00_NKX1-2.png
cobinder_0	RFX6	M02448_2.00	0.81159467116996	-3.00860868725651	0	SOX2::RFX6	SOX2::RFX6	57	0.0462608962566877	ppi_plot/cobinder_0_M02448_2.00_RFX6.png
cobinder_0	MAX	M02786_2.00	0.81159467116996	-3.00860868725651	0	SOX2::MAX	SOX2::MAX	173	0.140405878112403	ppi_plot/cobinder_0_M02786_2.00_MAX.png
cobinder_0	MESP1	M02794_2.00	0.81159467116996	-3.00860868725651	0	SOX2::MESP1	SOX2::MESP1	56	0.0454493015855177	ppi_plot/cobinder_0_M02794_2.00_MESP1.png
cobinder_0	NKX1-2,OTP,ESX1	M03137_2.00	0.81159467116996	-3.00860868725651	0	SOX2::ESX1	SOX2::ESX1	70	0.0568116269818972	ppi_plot/cobinder_0_M03137_2.00_ESX1.png
cobinder_0	NKX1-2,OTP,ESX1	M03137_2.00	0.81159467116996	-3.00860868725651	0	SOX2::OTP	SOX2::OTP	98	0.079536277774656	ppi_plot/cobinder_0_M03137_2.00_OTP.png
cobinder_0	NKX1-2,OTP,ESX1	M03137_2.00	0.81159467116996	-3.00860868725651	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0819710617881659	ppi_plot/cobinder_0_M03137_2.00_NKX1-2.png
cobinder_0	NKX1-2,OTP,ESX1	M03138_2.00	0.81159467116996	-3.00860868725651	0	SOX2::ESX1	SOX2::ESX1	70	0.0568116269818972	ppi_plot/cobinder_0_M03138_2.00_ESX1.png
cobinder_0	NKX1-2,OTP,ESX1	M03138_2.00	0.81159467116996	-3.00860868725651	0	SOX2::OTP	SOX2::OTP	98	0.079536277774656	ppi_plot/cobinder_0_M03138_2.00_OTP.png
cobinder_0	NKX1-2,OTP,ESX1	M03138_2.00	0.81159467116996	-3.00860868725651	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0819710617881659	ppi_plot/cobinder_0_M03138_2.00_NKX1-2.png
cobinder_0	NKX1-2,OTP	M03173_2.00	0.81159467116996	-3.00860868725651	0	SOX2::OTP	SOX2::OTP	98	0.079536277774656	ppi_plot/cobinder_0_M03173_2.00_OTP.png
cobinder_0	NKX1-2,OTP	M03173_2.00	0.81159467116996	-3.00860868725651	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0819710617881659	ppi_plot/cobinder_0_M03173_2.00_NKX1-2.png
cobinder_0	NKX1-2,OTP,GBX2,HOXC5	M03203_2.00	0.81159467116996	-3.00860868725651	0	SOX2::HOXC5	SOX2::HOXC5	79	0.0641159790224268	ppi_plot/cobinder_0_M03203_2.00_HOXC5.png
cobinder_0	NKX1-2,OTP,GBX2,HOXC5	M03203_2.00	0.81159467116996	-3.00860868725651	0	SOX2::GBX2	SOX2::GBX2	93	0.0754783044188063	ppi_plot/cobinder_0_M03203_2.00_GBX2.png
cobinder_0	NKX1-2,OTP,GBX2,HOXC5	M03203_2.00	0.81159467116996	-3.00860868725651	0	SOX2::OTP	SOX2::OTP	98	0.079536277774656	ppi_plot/cobinder_0_M03203_2.00_OTP.png
cobinder_0	NKX1-2,OTP,GBX2,HOXC5	M03203_2.00	0.81159467116996	-3.00860868725651	0	SOX2::NKX1-2	SOX2::NKX1-2	101	0.0819710617881659	ppi_plot/cobinder_0_M03203_2.00_NKX1-2.png
cobinder_0	MAX	M04114_2.00	0.81159467116996	-3.00860868725651	0	SOX2::MAX	SOX2::MAX	173	0.140405878112403	ppi_plot/cobinder_0_M04114_2.00_MAX.png
cobinder_0	ASCL2	M04207_2.00	0.81159467116996	-3.00860868725651	0	SOX2::ASCL2	SOX2::ASCL2	56	0.0454493015855177	ppi_plot/cobinder_0_M04207_2.00_ASCL2.png
